╝ 1160,-213.1615017596632, 15
╝ 1170,-9.419166699051857, 15
╝ 1600,-43.08749961853027, 15
╝ 1630,-26.59999902546406, 15
╝ 1320,-123.3621688857675, 15
╝ 1240,-60.30749893188477, 15
╝ 1350,-33.375, 15
╝ 1370,-340.2000122070312, 15
╝ 1380,-39.60000038146973, 15
╝ 1430,-240.1686124801636, 15
╝ 1180,-321.0952755566686, 15
╝ 1040,-173.4511132463813, 15
╝ 1080,-22.01333366334438, 15
╝ 1020,-12.01444474980235, 15
╝ 1120,-1.150555610656738, 15
╝ 1840,-39.0999992787838, 15
╝ 1830,-2.977777667343616, 15
╝ 1190,-214.9347232989967, 15
╝ 1660,-3.660000085830688, 15
╝ 1230,-364.375002861023, 15
╝ 1200,-16.09527775121387, 15
╝ 1210,-2.673888878896832, 15
╝ 1220, 1.442222183570266, 15
╝ 1810,-26.93327821511775, 15
╝ 1820,-39.10388846602291, 15
╝ 1440, 32.6500000525266, 15
╝ 1790,-61.8977792263031, 15
╝ 1250, 20.0547213421669, 15
╝ 1100,-18.8125, 15
╝ 1490,-27.95044445991516, 15
╝ 1390, 1.222222208976746, 15
╝ 1760, 1.457777738571167, 15
╝ 1780,-51.34500122070312, 15
╝ 1480,-32.48749942798167, 15
╝ 1540,-19.13333320617676, 15
╝ 1070,-72.48888969421387, 15
╝ 1460,-11.89999961853027, 15
╝ 1260,-84.97222137451172, 15
╝ 1270, 0, 15
╝ 1500,-64.6844482421875, 15
╝ 1330,-122.533332824707, 15
╝ 1860,-229.788890838623, 15
╝ 1730,-.3749999846331775, 15
╝ 1530,-289.9513874053955, 15
╝ 1550,-7.177777711767703, 15
╝ 1890,-740.586944937706, 15
╝ 1870,-17.94916725158691, 15
╝ 1880,-.3374999868683517, 15
╝ 1290,-349.064453125, 15
╝ 1310,-23.817777633667, 15
╝ 1740,-23.91055488586426, 15
╝ 1920,-60.88888931274414, 15
╝ 1930, 0, 15
╝ 1510,-41.74806225113571, 15
╝ 1410,-13.80916690826416, 15
╝ 1420,-31.97333335876465, 15
╝ 1570,-48.1158332824707, 15
╝ 1640,-218.8374938964844, 15
╝ 1580,-216.4125061035156, 15
╝ 1610,-25.7150001525879, 15
╝ 1340, .487500011920929, 15
╝ 1400,-65.55000305175781, 15
╝ 1910,-.1288888901472092, 15
╝ 1900, 4.472226276993752D-02, 15
╝ 1620, 3.656388878822327, 15
╝ 1700, 2.319999933242798, 15
╝ 1690,-37.9749984741211, 15
╝ 1150,-486.5958251953125, 15
╝ 1450,-.9225000143051147, 15
╝ 1650,-7.333333045244217D-02, 15
╝ 1770,-.6608333587646484, 15
╝ 1510,-41.74806225113571, 15
╝ 1720, 2.35527777671814, 15
╝ 1130, .2666667439043522, 15
╝ 1280, 5.944444442167878, 15
╝ 1090,-9.333335235714912D-02, 15
╝ 1140,-9.100555395008996, 15
╝ 1800, 44.7916660308838, 15
╝ 1670,-12.7469447851181, 15
╝ 1710,-4.223333358764648, 15
╝ 1300,-69.0999984741211, 15
╝ 1510,-41.74806225113571, 15
╝ 1110,-.6688888669013977, 15
╝ 1010,-292.0605545043945, 15
╝ 1680,-2.633333444595337, 15
╝ 1030,-416.4600219726562, 15
╝ 1850,-89.66222381591797, 15
╝ 1360,-123.7333297729492, 15
╝ 1050,-90.87777650356293, 15
╝ 1520,-31.98861220479012, 15
╝ 1510,-41.74806225113571, 15
╝ 1590, 1.399999968707561, 15
╝ 1940, 0, 15
└ 94737.68, 364.3757, 12322.25,-12894.16, 10931.27, 1390.982, 21862.54,-9540.288, 32793.81,-20471.56
